mybibtex_key,Author(s),Title,Outlet,DOI,Cluster,Year of publication,size,closeness_centrality,degree_centrality
currie_reply_2018,currie te;turchin p;whitehouse p;feeney k;mullins d;hoyer d;collins c;grohmann s;savage g;turner e;dupeyron a;cioni e;reddish j;levine j;jordan e;williams a;cesaretti r;krueger m;ceccarelli a;figliulo-rosswurm j;tuan pj;peregrine p;marciniak a;preiser-kapeller j;kradin n;korotayev a;palmisano a;baker d;bidmead j;bol d;cook c;covey a;feinman ad;kristinsson a;miksic r;petrie c;rudiak-gould p;ter haar b;wallace v;mair v;xie l;baines j;bridges e;manning j;lockhart a;spencer c,reply to tosh et al.: quantitative analyses of cultural evolution require engagement with historical and archaeological research,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1807312115,5,2018,4,0.2382833165267082,0.012224938875305624
burg_introduction_2016,burg mb;peeters h;lovis wa,introduction to uncertainty and sensitivity analysis in archaeological computational modeling,uncertainty and sensitivity analysis in archaeological computational modeling,10.1007/978-3-319-27833-9\_1,3,2016,3,0.6835141560568534,0.3202933985330073
sharer_origins_2016,sharer rj;traxler lp,the origins of maya states: problems and prospects,origins of maya states,10.1080/09273948.2016.1196711,5,2016,71,0.989432536599392,0.26405867970660146
prentiss_evolution_2015,prentiss am;goodale n;harris n,"evolution of the slate tool industry at bridge river, british columbia",lithic technological systems and evolutionary theory,NA,3,2015,16,0.7112992645855699,0.6992665036674817
stevens_what_2015,stevens ne,"what steward got right: technology, work organization, and cultural evolution",lithic technological systems and evolutionary theory,NA,3,2015,1,0.6814944577947644,0.7750611246943765
eriksson_pottery_2012,eriksson t,"pottery, transmission and innovation in malardalen",local societies in bronze age northern europe,NA,3,2012,3,0.5553633205006938,0.33251833740831294
whitehouse_coexistence_2011,whitehouse h,"the coexistence problem in psychology, anthropology, and evolutionary theory",human development,10.1159/000329149,1,2011,36,0.5068161001458575,0.09535452322738386
bettinger_macroevolutionary_2009,bettinger rl,macroevolutionary theory and archaeology: is there a big picture?,macroevolution in human prehistory: evolutionary theory and processual archaeology,10.1007/978-1-4419-0682-3\_11,3,2009,4,0.6818249139667221,0.7212713936430318
mesoudi_using_2009,mesoudi a,using psychology experiments to simulate the cultural evolution of archaeological artifacts.,american journal of physical anthropology,NA,NA,NA,NA,NA,NA
lyman_evolutionary_2006,lyman rl;o'brien mj,evolutionary archaeology is unlikely to go extinct: response to gabora,world archaeology,10.1080/00438240600963460,3,2006,2,0.6194349104752456,0.4963325183374083
eerkens_cultural_2006,eerkens jw;bettinger rl;mcelreath r,"cultural transmission, phylogenetics, and the archaeological record",mapping our ancestors,NA,NA,NA,NA,NA,NA
eldredge_foreword_2006,eldredge n,foreword,mapping our ancestors,NA,3,2006,8,0.9479048217690479,0.9877750611246944
jeffares_genes_2005,jeffares b,"genes, memes and human history: darwinian archaeology and cultural evolution.",biology \& philosophy,10.1007/s10539-005-5585-5,5,2005,18,0.24364204865165143,0.10757946210268948
pearson_genes_2005,pearson ga,"genes, memes, and human history: darwinian archaeology and cultural evolution.",american journal of physical anthropology,10.1002/ajpa.10436,5,2005,5,0.24364204865165143,0.10757946210268948
neff_genes_2004,neff h,"genes, memes, and human history: darwinian archaeology and cultural evolution.",american antiquity,10.2307/4128385,NA,NA,NA,NA,NA
bamforth_genes_2003,bamforth d,"genes, memes and human history: darwinian archaeology and cultural evolution.",antiquity,10.1017/s0003598x00061913,NA,NA,NA,NA,NA
maschner_genes_2003,maschner hdg,"genes, memes, and human history: darwinian archaeology and cultural evolution",cambridge archaeological journal,10.1017/s0959774303220163,5,2003,82,0.24364204865165143,0.10757946210268948
obrien_genes_2003,o'brien mj,"genes, memes, and human history: darwinian archaeology and cultural evolution.",journal of anthropological research,10.1086/jar.59.3.3631506,1,2003,18,0.15921222358125864,0.0024449877750611247
bettinger_genes_2003,bettinger rl,"genes, memes and human history: darwinian archaeology and cultural evolution",nature,10.1038/422020a,5,2003,5,0.24364204865165143,0.10757946210268948
spencer_evolutionary_1997,spencer cs,"evolutionary approaches in archaeology (selectionism, processualism)",journal of archaeological research,10.1007/bf02229153,5,1997,6,0.8896724451078946,0.5843520782396088
ashmore_agency_1996,ashmore w;brumfiel em;chapa t;claessen hjm;clark je;cowgill gl;criado f;daltroy tn;demarest a;hodder i;kolb mj;plunket p;urunuela md;schortman e;urban p;ausec m;trigger bg,"agency, ideology, and power in archaeological theory - comments and replies",current anthropology,10.1086/ca.37.1.2744155,5,1996,1,0.8505067016558732,0.24449877750611246
kirch_evolution_1990,kirch pv,"the evolution of sociopolitical complexity in prehistoric hawaii, an assessment of the archaeological evidence",journal of world prehistory,10.1007/bf00974883,5,1990,4,0.6414218231144824,0.10268948655256724
michlovic_cultural_1986,michlovic mg,cultural evolutionism and plains archaeology,plains anthropologist,NA,5,1986,67,0.6850191928038616,0.061124694376528114
wallace_archaeology_1986,wallace r,"archaeology - a cultural-evolutionary approach - eddy,fw",american antiquity,10.2307/280404,NA,NA,NA,NA,NA
cavallisforza_anthropology_1983,cavallisforza l;feldman m;dornbusch s;chen kh,anthropology and cultural transmission,nature,10.1038/304124a0,1,1983,1,0.4295390723857346,0.28361858190709044
marks_anthropology_1983,marks j;staski e,anthropology and cultural transmission - reply,nature,10.1038/304124b0,NA,NA,NA,NA,NA
funnell_search_1981,funnell r;smith r,search for a theory of cultural transmission in an anthropology of education - notes on spindler and gearing,anthropology \& education quarterly,10.1525/aeq.1981.12.4.05x1813s,1,1981,3,0.7950852113360144,0.039119804400977995
spindler_search_1981,spindler g;spindler l,search for a theory of cultural transmission in an anthropology of education - comment on funnell and smith,anthropology \& education quarterly,10.1525/aeq.1981.12.4.05x1814t,NA,NA,NA,NA,NA
